"m"	"Vm"
1022	56
1023	73
1024	51
1025	70
1026	73
1027	54
1028	48
1029	34
1030	61
1031	56
1032	51
1033	61
1034	60
1035	65
1036	55
1037	67
1038	49
1039	54
1040	60
1041	49
1042	61
1043	58
1044	62
1045	49
1046	50
1047	58
1048	50
1049	49
1050	52
1051	55
1052	50
1053	50
1054	52
1055	60
1056	56
1057	54
1058	56
1059	56
1060	54
1061	80
1062	58
1063	56
1064	55
1065	59
1066	42
1067	52
1068	61
1069	42
1070	53
1071	40
1072	58
1073	51
1074	46
1075	63
1076	58
1077	68
1078	50
1079	56
1080	51
1081	44
1082	59
1083	40
1084	50
1085	54
1086	57
1087	55
1088	55
1089	41
1090	56
1091	56
1092	45
1093	61
1094	57
1095	52
1096	47
1097	61
1098	58
1099	52
1100	55
1101	47
1102	46
1103	40
1104	47
1105	42
1106	41
1107	51
1108	37
1109	54
1110	38
1111	52
1112	43
1113	46
1114	61
1115	49
1116	49
1117	42
1118	54
1119	35
1120	33
1121	52
1122	54
1123	47
1124	53
1125	49
1126	55
1127	50
1128	48
1129	47
1130	49
1131	48
1132	43
1133	59
1134	58
1135	48
1136	53
1137	60
1138	50
1139	47
1140	44
1141	48
1142	55
1143	46
1144	56
1145	52
1146	48
1147	49
1148	57
1149	46
1150	36
1151	53
1152	44
1153	50
1154	35
1155	50
1156	44
1157	44
1158	43
1159	43
1160	42
1161	50
1162	52
1163	45
1164	43
1165	51
1166	45
1167	39
1168	37
1169	50
1170	51
1171	32
1172	51
1173	46
1174	53
1175	42
1176	51
1177	54
1178	36
1179	49
1180	52
1181	44
1182	58
1183	46
1184	51
1185	36
1186	43
1187	40
1188	32
1189	42
1190	50
1191	39
1192	53
1193	46
1194	45
1195	47
1196	45
1197	44
1198	41
1199	35
1200	59
1201	45
1202	46
1203	39
1204	32
1205	36
1206	48
1207	49
1208	40
1209	40
1210	46
1211	35
1212	29
1213	43
1214	55
1215	44
1216	38
1217	45
1218	41
1219	55
1220	41
1221	47
1222	50
1223	50
1224	33
1225	41
1226	43
1227	44
1228	37
1229	47
1230	35
1231	43
1232	42
1233	42
1234	29
1235	45
1236	40
1237	47
1238	36
1239	42
1240	48
1241	39
1242	43
1243	46
1244	30
1245	46
1246	42
1247	49
1248	37
1249	39
1250	46
1251	31
1252	43
1253	42
1254	35
1255	43
1256	48
1257	42
1258	38
1259	35
1260	36
1261	33
1262	29
1263	36
1264	45
1265	32
1266	40
1267	27
1268	36
1269	43
1270	39
1271	28
1272	40
1273	39
1274	32
1275	46
1276	35
1277	54
1278	40
1279	36
1280	46
1281	31
1282	32
1283	36
1284	31
1285	39
1286	26
1287	37
1288	34
1289	32
1290	32
1291	37
1292	40
1293	26
1294	30
1295	46
1296	40
1297	34
1298	49
1299	40
1300	45
1301	28
1302	37
1303	40
1304	38
1305	41
1306	43
1307	35
1308	46
1309	31
1310	31
1311	40
1312	37
1313	46
1314	48
1315	31
1316	28
1317	35
1318	39
1319	37
1320	32
1321	42
1322	40
1323	38
1324	38
1325	36
1326	32
1327	35
1328	34
1329	52
1330	42
1331	52
1332	44
1333	38
1334	36
1335	35
1336	32
1337	39
1338	35
1339	42
1340	36
1341	33
1342	30
1343	34
1344	29
1345	36
1346	45
1347	36
1348	30
1349	23
1350	33
1351	44
1352	41
1353	39
1354	40
1355	36
1356	28
1357	26
1358	35
1359	35
1360	36
1361	27
1362	38
1363	33
1364	24
1365	28
1366	28
1367	39
1368	25
1369	46
1370	37
1371	31
1372	38
1373	28
1374	41
1375	27
1376	27
1377	38
1378	34
1379	29
1380	29
1381	28
1382	38
1383	31
1384	32
1385	30
1386	37
1387	31
1388	34
1389	32
1390	40
1391	34
1392	41
1393	25
1394	38
1395	30
1396	36
1397	30
1398	35
1399	25
1400	26
1401	32
1402	32
1403	31
1404	24
1405	36
1406	30
1407	24
1408	22
1409	38
1410	36
1411	28
1412	31
1413	33
1414	36
1415	31
1416	33
1417	24
1418	26
1419	33
1420	32
1421	41
1422	25
1423	43
1424	22
1425	36
1426	31
1427	29
1428	38
1429	28
1430	22
1431	36
1432	24
1433	29
1434	23
1435	38
1436	31
1437	25
1438	34
1439	43
1440	25
1441	36
1442	29
1443	29
1444	32
1445	35
1446	40
1447	30
1448	31
1449	33
1450	31
1451	32
1452	32
1453	36
1454	32
1455	31
1456	24
1457	27
1458	18
1459	28
1460	25
1461	26
1462	24
1463	29
1464	23
1465	37
1466	31
1467	25
1468	32
1469	33
1470	36
1471	21
1472	21
1473	35
1474	26
1475	26
1476	24
1477	34
1478	29
1479	29
1480	24
1481	24
1482	30
1483	22
1484	42
1485	26
1486	31
1487	34
1488	29
1489	18
1490	28
1491	27
1492	35
1493	33
1494	30
1495	36
1496	19
1497	32
1498	28
1499	25
1500	32
1501	22
1502	21
1503	28
1504	36
1505	24
1506	32
1507	34
1508	28
1509	23
1510	34
1511	37
1512	34
1513	29
1514	28
1515	29
1516	24
1517	27
1518	26
1519	32
1520	28
1521	34
1522	21
1523	34
1524	32
1525	27
1526	29
1527	20
1528	39
1529	25
1530	25
1531	34
1532	28
1533	28
1534	27
1535	42
1536	31
1537	33
1538	34
1539	32
1540	27
1541	28
1542	36
1543	39
1544	33
1545	28
1546	21
1547	24
1548	30
1549	24
1550	23
1551	21
1552	23
1553	22
1554	30
1555	25
1556	32
1557	37
1558	26
1559	25
1560	30
1561	33
1562	25
1563	31
1564	29
1565	29
1566	29
1567	25
1568	31
1569	34
1570	26
1571	37
1572	27
1573	27
1574	17
1575	25
1576	35
1577	16
1578	31
1579	28
1580	33
1581	29
1582	26
1583	31
1584	23
1585	17
1586	26
1587	32
1588	25
1589	33
1590	22
1591	28
1592	23
1593	31
1594	27
1595	22
1596	31
1597	21
1598	31
1599	25
1600	22
1601	24
1602	14
1603	30
1604	31
1605	23
1606	27
1607	18
1608	24
1609	31
1610	24
1611	25
1612	19
1613	28
1614	22
1615	26
1616	21
1617	21
1618	34
1619	26
1620	31
1621	22
1622	24
1623	22
1624	24
1625	31
1626	20
1627	22
1628	28
1629	23
1630	32
1631	18
1632	27
1633	31
1634	26
1635	24
1636	16
1637	16
1638	15
1639	20
1640	27
1641	16
1642	20
1643	31
1644	21
1645	24
1646	28
1647	29
1648	25
1649	29
1650	28
1651	22
1652	28
1653	28
1654	31
1655	20
1656	26
1657	31
1658	35
1659	21
1660	34
1661	34
1662	28
1663	21
1664	30
1665	33
1666	22
1667	28
1668	17
1669	32
1670	18
1671	28
1672	20
1673	25
1674	28
1675	22
1676	34
1677	21
1678	13
1679	21
1680	27
1681	19
1682	32
1683	27
1684	23
1685	22
1686	31
1687	24
1688	23
1689	24
1690	27
1691	16
1692	29
1693	33
1694	29
1695	22
1696	35
1697	24
1698	23
1699	22
1700	22
1701	19
1702	22
1703	24
1704	29
1705	19
1706	19
1707	16
1708	31
1709	17
1710	23
1711	20
1712	22
1713	23
1714	22
1715	22
1716	30
1717	41
1718	18
1719	27
1720	19
1721	30
1722	21
1723	27
1724	24
1725	30
1726	36
1727	20
1728	19
1729	19
1730	15
1731	25
1732	16
1733	28
1734	25
1735	14
1736	13
1737	29
1738	21
1739	20
1740	23
1741	27
1742	18
1743	21
1744	25
1745	13
1746	32
1747	21
1748	10
1749	25
1750	23
1751	21
1752	15
1753	23
1754	19
1755	21
1756	24
1757	19
1758	20
1759	15
1760	13
1761	28
1762	30
1763	31
1764	23
1765	25
1766	24
1767	29
1768	21
1769	16
1770	17
1771	25
1772	17
1773	20
1774	19
1775	24
1776	27
1777	21
1778	25
1779	9
1780	12
1781	20
1782	24
1783	26
1784	23
1785	19
1786	27
1787	24
1788	16
1789	22
1790	25
1791	23
1792	23
1793	20
1794	21
1795	21
1796	22
1797	16
1798	21
1799	24
1800	19
1801	21
1802	19
1803	24
1804	22
1805	24
1806	28
1807	22
1808	17
1809	23
1810	24
1811	30
1812	15
1813	27
1814	23
1815	17
1816	13
1817	18
1818	16
1819	25
1820	21
1821	19
1822	22
1823	23
1824	22
1825	17
1826	21
1827	25
1828	18
1829	22
1830	18
1831	15
1832	25
1833	23
1834	27
1835	17
1836	22
1837	15
1838	16
1839	30
1840	23
1841	25
1842	18
1843	25
1844	19
1845	22
1846	25
1847	22
1848	21
1849	25
1850	16
1851	15
1852	23
1853	24
1854	32
1855	22
1856	17
1857	24
1858	20
1859	17
1860	29
1861	18
1862	19
1863	23
1864	13
1865	18
1866	20
1867	9
1868	18
1869	21
1870	23
1871	20
1872	21
1873	27
1874	16
1875	16
1876	22
1877	20
1878	22
1879	21
1880	22
1881	23
1882	25
1883	18
1884	19
1885	23
1886	13
1887	15
1888	15
1889	17
1890	19
1891	19
1892	24
1893	24
1894	15
1895	16
1896	19
1897	23
1898	22
1899	18
1900	12
1901	21
1902	22
1903	21
1904	25
1905	21
1906	11
1907	25
1908	27
1909	23
1910	18
1911	15
1912	17
1913	23
1914	18
1915	25
1916	17
1917	21
1918	16
1919	22
1920	20
1921	19
1922	19
1923	24
1924	18
1925	15
1926	20
1927	20
1928	15
1929	18
1930	22
1931	19
1932	13
1933	26
1934	17
1935	24
1936	21
1937	17
1938	13
1939	21
1940	16
1941	20
1942	24
1943	24
1944	21
1945	20
1946	25
1947	19
1948	22
1949	13
1950	21
1951	20
1952	21
1953	14
1954	16
1955	18
1956	11
1957	24
1958	14
1959	15
1960	18
1961	26
1962	26
1963	14
1964	14
1965	20
1966	17
1967	19
1968	21
1969	21
1970	19
1971	20
1972	15
1973	17
1974	20
1975	18
1976	22
1977	17
1978	12
1979	16
1980	18
1981	13
1982	11
1983	16
1984	11
1985	17
1986	27
1987	20
1988	14
1989	16
1990	23
1991	23
1992	20
1993	20
1994	16
1995	23
1996	16
1997	18
1998	21
1999	24
2000	22
2001	18
2002	23
2003	22
2004	20
2005	20
2006	22
2007	16
2008	19
2009	14
2010	13
2011	16
2012	13
2013	16
2014	17
2015	16
2016	14
2017	22
2018	17
2019	13
2020	20
2021	15
2022	11
2023	21
2024	21
2025	14
2026	20
2027	20
2028	10
2029	16
2030	17
2031	25
2032	15
2033	16
2034	17
2035	7
2036	12
2037	11
2038	16
2039	21
2040	12
2041	22
2042	11
2043	13
2044	17
2045	16
2046	17
2047	21
2048	18
2049	15
2050	19
2051	19
2052	9
2053	20
2054	18
2055	22
2056	19
2057	17
2058	21
2059	19
2060	21
2061	18
2062	18
2063	17
2064	19
2065	13
2066	20
2067	18
2068	26
2069	22
2070	15
2071	19
2072	13
2073	18
2074	15
2075	13
2076	20
2077	21
2078	16
2079	17
2080	11
2081	19
2082	14
2083	17
2084	10
2085	19
2086	20
2087	23
2088	19
2089	19
2090	19
2091	8
2092	19
2093	12
2094	15
2095	16
2096	21
2097	13
2098	22
2099	13
2100	14
2101	22
2102	13
2103	9
2104	10
2105	9
2106	21
2107	20
2108	19
2109	12
2110	15
2111	15
2112	17
2113	15
2114	17
2115	13
2116	6
2117	16
2118	19
2119	19
2120	22
2121	28
2122	17
2123	18
2124	12
2125	17
2126	14
2127	12
2128	24
2129	19
2130	14
2131	14
2132	26
2133	9
2134	6
2135	22
2136	16
2137	18
2138	10
2139	24
2140	19
2141	19
2142	22
2143	20
2144	14
2145	15
2146	12
2147	21
2148	16
2149	12
2150	12
2151	18
2152	20
2153	17
2154	12
2155	16
2156	17
2157	19
2158	15
2159	20
2160	14
2161	19
2162	14
2163	15
2164	17
2165	18
2166	15
2167	14
2168	18
2169	12
2170	13
2171	9
2172	16
2173	17
2174	11
2175	25
2176	21
2177	15
2178	24
2179	20
2180	15
2181	13
2182	21
2183	17
2184	17
2185	19
2186	19
2187	16
2188	16
2189	15
2190	11
2191	10
2192	12
2193	16
2194	12
2195	11
2196	13
2197	17
2198	17
2199	8
2200	14
2201	17
2202	22
2203	13
2204	12
2205	19
2206	15
2207	22
2208	18
2209	11
2210	12
2211	22
2212	21
2213	12
2214	20
2215	18
2216	15
2217	7
2218	15
2219	10
2220	13
2221	13
2222	10
2223	17
2224	12
2225	19
2226	7
2227	18
2228	10
2229	15
2230	15
2231	18
2232	13
2233	21
2234	22
2235	16
2236	13
2237	15
2238	13
2239	8
2240	19
2241	21
2242	12
2243	14
2244	18
2245	16
2246	11
2247	12
2248	15
2249	15
2250	12
2251	13
2252	13
2253	23
2254	13
2255	18
2256	20
2257	19
2258	16
2259	14
2260	13
2261	14
2262	15
2263	14
2264	22
2265	15
2266	17
2267	15
2268	12
2269	11
2270	10
2271	20
2272	5
2273	15
2274	13
2275	20
2276	13
2277	6
2278	14
2279	17
2280	17
2281	12
2282	15
2283	19
2284	13
2285	18
2286	26
2287	9
2288	12
2289	7
2290	18
2291	15
2292	12
2293	17
2294	7
2295	16
2296	13
2297	19
2298	15
2299	11
2300	11
2301	19
2302	14
2303	13
2304	15
2305	16
2306	16
2307	19
2308	10
2309	13
2310	14
2311	10
2312	11
2313	14
2314	15
2315	8
2316	12
2317	13
2318	10
2319	13
2320	14
2321	14
2322	13
2323	11
2324	15
2325	15
2326	18
2327	14
2328	21
2329	10
2330	14
2331	15
2332	11
2333	22
2334	15
2335	12
2336	17
2337	15
2338	13
2339	8
2340	10
2341	13
2342	8
2343	7
2344	16
2345	20
2346	13
2347	13
2348	14
2349	13
2350	14
2351	13
2352	14
2353	10
2354	9
2355	13
2356	13
2357	11
2358	17
2359	21
2360	5
2361	12
2362	15
2363	16
2364	9
2365	9
2366	28
2367	14
2368	16
2369	8
2370	7
2371	10
2372	18
2373	17
2374	20
2375	10
2376	14
2377	15
2378	14
2379	13
2380	15
2381	6
2382	18
2383	17
2384	15
2385	20
2386	15
2387	19
2388	9
2389	13
2390	11
2391	18
2392	12
2393	19
2394	10
2395	11
2396	11
2397	14
2398	16
2399	19
2400	15
2401	15
2402	13
2403	13
2404	7
2405	6
2406	17
2407	12
2408	15
2409	13
2410	13
2411	5
2412	14
2413	14
2414	12
2415	9
2416	12
2417	15
2418	17
2419	18
2420	10
2421	13
2422	14
2423	16
2424	12
2425	11
2426	12
2427	9
2428	14
2429	10
2430	7
2431	9
2432	18
2433	15
2434	15
2435	18
2436	11
2437	15
2438	12
2439	13
2440	10
2441	18
2442	19
2443	13
2444	12
2445	10
2446	16
2447	20
2448	11
2449	10
2450	16
2451	9
2452	14
2453	17
2454	15
2455	24
2456	11
2457	20
2458	18
2459	14
2460	8
2461	18
2462	19
2463	18
2464	21
2465	11
2466	8
2467	5
2468	18
2469	9
2470	14
2471	12
2472	12
2473	20
2474	15
2475	16
2476	18
2477	25
2478	7
2479	7
2480	12
2481	13
2482	23
2483	12
2484	10
2485	11
2486	14
2487	6
2488	15
2489	9
2490	13
2491	15
2492	15
2493	13
2494	27
2495	19
2496	11
2497	12
2498	13
2499	11
2500	14
2501	17
2502	22
2503	8
2504	12
2505	11
2506	12
2507	11
2508	21
2509	15
2510	11
2511	17
2512	8
2513	21
2514	23
2515	12
2516	13
2517	12
2518	8
2519	7
2520	14
2521	9
2522	16
2523	14
2524	13
2525	14
2526	14
2527	16
2528	19
2529	16
2530	10
2531	9
2532	16
2533	14
2534	11
2535	14
2536	19
2537	13
2538	14
2539	7
2540	17
2541	7
2542	6
2543	10
2544	18
2545	13
2546	14
2547	10
2548	19
2549	15
2550	12
2551	17
2552	8
2553	12
2554	15
2555	17
2556	13
2557	5
2558	17
2559	9
2560	21
2561	9
2562	8
2563	13
2564	20
2565	13
2566	14
2567	11
2568	13
2569	17
2570	10
2571	11
2572	9
2573	13
2574	10
2575	12
2576	12
2577	10
2578	15
2579	13
2580	11
2581	12
2582	12
2583	13
2584	8
2585	14
2586	13
2587	16
2588	15
2589	14
2590	9
2591	7
2592	11
2593	18
2594	12
2595	12
2596	13
2597	18
2598	13
2599	10
2600	10
2601	11
2602	15
2603	7
2604	17
2605	14
2606	11
2607	19
2608	12
2609	16
2610	15
2611	13
2612	22
2613	15
2614	14
2615	14
2616	12
2617	17
2618	18
2619	17
2620	16
2621	15
2622	7
2623	17
2624	8
2625	12
2626	14
2627	15
2628	8
2629	14
2630	10
2631	13
2632	9
2633	13
2634	18
2635	11
2636	8
2637	11
2638	12
2639	10
2640	11
2641	8
2642	6
2643	15
2644	18
2645	7
2646	13
2647	12
2648	16
2649	18
2650	7
2651	22
2652	9
2653	14
2654	7
2655	12
2656	17
2657	12
2658	15
2659	10
2660	10
2661	11
2662	18
2663	13
2664	13
2665	15
2666	12
2667	8
2668	9
2669	13
2670	14
2671	6
2672	12
2673	13
2674	13
2675	15
2676	11
2677	9
2678	9
2679	11
2680	6
2681	7
2682	11
2683	7
2684	13
2685	12
2686	14
2687	12
2688	11
2689	11
2690	18
2691	17
2692	15
2693	6
2694	10
2695	13
2696	11
2697	16
2698	11
2699	16
2700	7
2701	9
2702	9
2703	11
2704	15
2705	9
2706	12
2707	11
2708	7
2709	13
2710	11
2711	8
2712	8
2713	6
2714	8
2715	14
2716	20
2717	14
2718	9
2719	14
2720	13
2721	11
2722	16
2723	8
2724	13
2725	14
2726	5
2727	14
2728	12
2729	13
2730	9
2731	12
2732	6
2733	19
2734	10
2735	14
2736	13
2737	12
2738	5
2739	4
2740	6
2741	8
2742	7
2743	15
2744	6
2745	21
2746	18
2747	8
2748	8
2749	11
2750	7
2751	11
2752	5
2753	13
2754	15
2755	5
2756	4
2757	14
2758	11
2759	18
2760	12
2761	15
2762	9
2763	11
2764	12
2765	7
2766	7
2767	18
2768	22
2769	13
2770	11
2771	8
2772	13
2773	16
2774	11
2775	10
2776	13
2777	9
2778	6
2779	11
2780	11
2781	10
2782	11
2783	16
2784	17
2785	11
2786	13
2787	13
2788	9
2789	20
2790	9
2791	14
2792	14
2793	8
2794	11
2795	11
2796	14
2797	11
2798	10
2799	17
2800	11
2801	15
2802	13
2803	10
2804	10
2805	3
2806	15
2807	11
2808	12
2809	9
2810	10
2811	14
2812	10
2813	12
2814	9
2815	7
2816	13
2817	21
2818	6
2819	11
2820	10
2821	8
2822	17
2823	11
2824	11
2825	6
2826	9
2827	11
2828	7
2829	13
2830	11
2831	15
2832	8
2833	9
2834	12
2835	11
2836	10
2837	10
2838	11
2839	11
2840	5
2841	10
2842	8
2843	9
2844	4
2845	7
2846	11
2847	11
2848	8
2849	11
2850	13
2851	14
2852	12
2853	9
2854	11
2855	15
2856	6
2857	13
2858	9
2859	8
2860	9
2861	15
2862	6
2863	9
2864	13
2865	11
2866	10
2867	9
2868	5
2869	13
2870	4
2871	7
2872	16
2873	12
2874	12
2875	11
2876	7
2877	8
2878	5
2879	7
2880	9
2881	17
2882	11
2883	14
2884	9
2885	18
2886	6
2887	6
2888	8
2889	13
2890	11
2891	9
2892	8
2893	11
2894	10
2895	7
2896	9
2897	5
2898	12
2899	8
2900	17
2901	11
2902	13
2903	10
2904	11
2905	9
2906	6
2907	10
2908	14
2909	8
2910	8
2911	10
2912	9
2913	10
2914	8
2915	10
2916	10
2917	15
2918	7
2919	12
2920	11
2921	12
2922	6
2923	15
2924	11
2925	10
2926	7
2927	9
2928	15
2929	13
2930	10
2931	5
2932	12
2933	11
2934	11
2935	11
2936	10
2937	10
2938	11
2939	12
2940	7
2941	8
2942	13
2943	11
2944	11
2945	10
2946	8
2947	9
2948	13
2949	7
2950	12
2951	11
2952	14
2953	11
2954	10
2955	9
2956	7
2957	10
2958	5
2959	5
2960	5
2961	13
2962	8
