id,ResuPred,sentence,pre,post,Subj,MentalS,Obj,MentalO,Property,Transitivity,Varieties
91,shi,指出 下列 四 個 領域 可以 <使> 美國 重回 高科技 領導 寶座 ：,指出/v 下列/v 四/m 個/zg 領域/n 可以/c,美國/ns 重回/v 高科技/nz 領導/n 寶座/nz,四個領域,0,美國,0,physical,INTR,CHT
93,shi,但 利益 導向 將 <使> 社會 道德 規範 無法 完全 顧及 。,但/c 利益/n 導向/n 將/zg,社會/n 道德/nr 規範/n 無法/n 完全/ad 顧及/v,利益導向,0,社會道德規範,0,physical,INTR,CHT
94,shi,如何 <使> 圖書 資訊 之 快速 電子化 ，,如何/r,圖書/n 資訊/n 之/u 快速/d 電子化/n,,,,,physical,,CHT
95,shi,它 <使> 電腦 所 展現 的 不僅 是 圖形 、 文字 ，,它/r,電腦/n 所/c 展現/v 的/uj 不僅/c 是/v 圖形/n 文字/n,它,0,電腦,0,physical,TR,CHT
97,shi,像 如何 <使> 聲音 品質 呈現 更 好 、 影像 處理 效果 更 清晰 、 加快 ＣＤ－ＲＯＭ 讀取 的 速度 （ 目前 光碟機 的 速度 不如 硬碟 ） ．,像/v 如何/r,聲音/n 品質/n 呈現/v 更/d 好/a 影像/vn 處理/v 效果/n 更/d 清晰/a 加快/v 讀取/v 的/uj 速度/n 目前/t 光碟機/n 的/uj 速度/n 不如/c 硬碟/n,,,,,physical,,CHT
100,shi,以 ＳｉｔｅＬｉｃｅｎｓｅ 方式 購買 ＩＮＮＯＰＡＣ 的 ＵｓｅｒＬｉｃｅｎｓｅ 、 <使> ＩＮＮＯＰＡＣ 更 本土化 、 ＣＣＣＩＩ－ 倚天 對照表 問題 、 非 本 聯盟 的 圖書館 參加 本 會議 等 提案 。,以/p 方式/n 購買/v 的/uj,更/d 本土化/n 倚天/v 對照表/n 問題/n 非/h 本/r 聯盟/j 的/uj 圖書館/n 參加/v 本/r 會議/n 等/u 提案/v,以 ＳｉｔｅＬｉｃｅｎｓｅ 方式 購買 ＩＮＮＯＰＡＣ 的 ＵｓｅｒＬｉｃｅｎｓｅ,0,ＩＮＮＯＰＡＣ,0,physical,TR,CHT
117,shi,妥善 連結 電腦 產業 現有 之 技術 並 <使> 其 充分 發揮 效能 ，,妥善/v 連結/a 電腦/n 產業/n 現有/b 之/u 技術/n 並/c,其/r 充分/ad 發揮/v 效能/n,,,,,physical,,CHT
122,shi,所以 其 解體 將 <使> 相關 商品 的 供需 嚴重 失序 。,所以/c 其/r 解體/n 將/zg,相關/v 商品/n 的/uj 供需/n 嚴重/a 失序/n,解體,0,相關商品的供需,0,physical,INTR,CHT
124,shi,京華城 事件 <使> 法務部 被 誤會 包庇 違法 特權 ，,京華/nz 城/n 事件/n,法務部/nt 被/p 誤會/n 包庇/v 違法/vn 特權/n,京華城事件,0,法務部,0,physical,TR,CHT
125,shi,儘管 選舉 結果 <使> 北京 最 不 喜歡 的 民進黨 躍居 台灣 國會 最 大 黨 ，,儘管/c 選舉/v 結果/n,北京/ns 最/d 不/d 喜歡/v 的/uj 民進黨/nt 躍居/v 台灣/x 國會/n 最/d 大/a 黨/n,選舉結果,0,北京最不喜歡的民進黨,0,physical,TR,CHT
133,shi,前者 <使> 李登輝 獲得 不少 個人 政治 資源 ，,前者/n,李登輝/nr 獲得/v 不少/d 個人/n 政治/n 資源/n,前者,,李登輝,,physical,TR,CHT
136,shi,而 台灣 的 經濟 現況 也 <使> 政府 必須 改弦更張 。,而/c 台灣/x 的/uj 經濟/n 現況/n 也/d,政府/n 必須/d 改弦更張/i,台灣的經濟現況,0,政府,1,affective,INTR,CHT
140,shi,在 資訊 科技 （ IT ） 創新 、 資本 市場 活絡 、 公共 部門 仍 以 市場 力量 為 師 、 企業 削減 成本 效益 浮現 、 市場 波動 幅度 縮小 <使> 風險 降低 等 因素 的 緩和 下 ，,在/p 資訊/n 科技/n IT/eng 創新/v 資本/n 市場/n 活絡/vn 公共/b 部門/n 仍/zg 以/p 市場/n 力量/n 為/zg 師/zg 企業/n 削減/v 成本/n 效益/n 浮現/v 市場/n 波動/vn 幅度/n 縮小/v,風險/n 降低/v 等/u 因素/n 的/uj 緩和/a 下/f,市場波動幅度縮小,0,風險,0,physical,INTR,CHT
142,shi,肯亞 婦女 的 養育 方式 基本 上 <使> 嬰幼兒 不致 因為 沒有 父母 的 照顧 而 發生 危險 ，,肯亞/ns 婦女/n 的/uj 養育/vn 方式/n 基本/n 上/f,嬰幼兒/n 不致/c 因為/x 沒有/v 父母/n 的/uj 照顧/v 而/c 發生/v 危險/an,肯亞婦女的養育方式,0,嬰幼兒,0,physical,TR,CHT
144,shi,西方 父母 也 擔心 同床 而 眠 會 <使> 小孩子 養成 依賴性 ，,西方/s 父母/n 也/d 擔心/v 同床/n 而/c 眠/vg 會/v,小孩子/n 養成/v 依賴性/n,同床而眠,0,小孩子,1,affective,TR,CHT
145,shi,家人 說話 、 走動 、 取 物 等 「 家 的 聲音 」 反而 可以 <使> 嬰兒 的 睡眠 模式 更 完整 ，,家人/n 說話/v 走動/v 取/v 物/zg 等/u 家/q 的/uj 聲音/n 反而/c 可以/c,嬰兒/n 的/uj 睡眠/v 模式/n 更/d 完整/a,「 家 的 聲音 」,0,嬰兒的睡眠模式,0,physical,INTR,CHT
146,shi,家庭 中 的 不 愉快 或 強烈 的 悲劇 會 <使> 孩童 增加 分泌 一 種 副腎素 荷爾蒙 ，,家庭/n 中/f 的/uj 不/d 愉快/a 或/c 強烈/a 的/uj 悲劇/n 會/v,孩童/n 增加/v 分泌/v 一/m 種/m 副/b 腎素/n 荷爾蒙/nrt,家庭中的不愉快或強烈的悲劇,0,孩童,0,physical,TR,CHT
160,shi,家 國 之 痛 <使> 他 直到 現在 ，,家/q 國/n 之/u 痛/a,他/r 直到/v 現在/t,家國之痛,0,他,1,affective,INTR,CHT
163,shi,年齡 的 差距 <使> 兩 「 人 」 相見 的 場面 很 「 平靜 」 ，,年齡/n 的/uj 差距/n,兩/m 人/n 相見/v 的/uj 場面/n 很/zg 平靜/a,年齡的差距,0,兩「人」相見的場面,0,physical,INTR,CHT
165,shi,社會 上 又 流傳 著 一 種 <使> 知識 女性 頗 受 打擊 的 說法 ：,社會/n 上/f 又/d 流傳/vn 著/n 一/m 種/m,知識/v 女性/n 頗/d 受/v 打擊/v 的/uj 說法/v,說法,0,知識女性,1,affective,INTR,CHT
179,shi,加上 退化 的 關節 經常 <使> 她 疼痛 難耐 ，,加上/v 退化/v 的/uj 關節/n 經常/d,她/r 疼痛/n 難耐/v,退化的關節,0,她,1,affective,INTR,CHT
181,shi,在 美國 的 教育 訓練 <使> 我 有(V_2) 獨立 思考 的 能力 ，,在/p 美國/ns 的/uj 教育/vn 訓練/vn,我/r 有/v V/x 2/x 獨立/v 思考/v 的/uj 能力/n,教育訓練,0,我,1,affective,TR,CHT
182,shi,最近 噴 過 的 重 藥 儘管 <使> 成蚊 絕跡 ，,最近/f 噴/zg 過/ug 的/uj 重/a 藥/n 儘管/c,成蚊/x 絕跡/n,最近噴過的重藥,0,成蚊,0,physical,INTR,CHT
197,shi,而 手風琴 的 大量 運用 更 <使> 人 感受到 旅程 中 不同 的 浪漫 情調 。,而/c 手風琴/n 的/uj 大量/n 運用/vn 更/d,人/n 感受/v 到/v 旅程/n 中/f 不同/a 的/uj 浪漫/a 情調/n,手風琴的大量運用,0,人,1,affective,TR,CHT
202,shi,現代 許多 老師 為 了 要 <使> 孩子 讀經 ，,現代/t 許多/m 老師/n 為/zg 了/ul 要/v,孩子/n 讀經/n,許多老師,1,孩子,1,inducive,TR,CHT
204,shi,以 實例 告訴 他們 讀經 可以 <使> 國文 分數 提高 ，,以/p 實例/n 告訴/v 他們/r 讀經/n 可以/c,國文/nz 分數/n 提高/v,讀經,0,國文分數,0,physical,INTR,CHT
207,shi,現代 通訊 科技 <使> 我們 可以 天天 通話 ，,現代/t 通訊/nz 科技/n,我們/r 可以/c 天天/t 通話/n,通訊科技,0,我們,1,affective,INTR,CHT
235,shi,過多 重複 和 單調 的 學習 可能 <使> 他 產生 怠惰 的 心態 ，,過多/x 重複/d 和/c 單調/n 的/uj 學習/v 可能/v,他/r 產生/n 怠惰/a 的/uj 心態/n,重複 和 單調 的 學習,0,他,1,affective,TR,CHT
239,shi,閃光 會 <使> 沙魚 暫時 無法 攻擊 你 。,閃光/n 會/v,沙魚/n 暫時/d 無法/n 攻擊/v 你/r,閃光,0,沙魚,0,physical,TR,CHT
241,shi,所謂 「 流星 通訊 」 就是 <使> 電波 反射到 氣體柱 ，,所謂/b 流星/n 通訊/nz 就是/d,電波/n 反射/v 到/v 氣體/n 柱/n,流星通訊,0,電波,0,physical,TR,CHT
247,shi,運動 過量 也 同樣 會 <使> 人 受 傷害 。,運動/vn 過量/n 也/d 同樣/d 會/v,人/n 受/v 傷害/a,運動過量,0,人,0,physical,INTR,CHT
252,shi,- 但 也 就是 那 點 淡漠 的 風采 <使> 他 顯得 與眾不同 。,但/c 也/d 就是/d 那/r 點/zg 淡漠/n 的/uj 風采/n,他/r 顯得/v 與眾/x 不同/a,淡漠的風采,0,他,1,affective,INTR,CHT
253,shi,」 然後 就 朝 那 個 男孩 長滿 粉刺 的 紅臉 露出 想 <使> 他 卸除 不安 的 親切 微笑 ，,然後/c 就/d 朝/ns 那/r 個/zg 男孩/n 長滿/a 粉刺/v 的/uj 紅臉/n 露出/v 想/v,他/r 卸除/v 不安/a 的/uj 親切/a 微笑/vn,,,,,physical,,CHT
254,shi,早上 費心 挑 了 件 <使> 自己 看來 少 了 五 公斤 的 素雅 洋裝 ，,早上/t 費心/n 挑/v 了/ul 件/zg,自己/r 看來/v 少/a 了/ul 五/m 公斤/q 的/uj 素雅/a 洋裝/n,洋裝,0,自己,1,affective,INTR,CHT
256,shi,但是 他 能 <使> 她 快樂 嗎 ？,但是/c 他/r 能/v,她/r 快樂/a 嗎/y,他,1,她,1,inducive,INTR,CHT
260,shi,然而 這 種 情緒 的 搖擺 <使> 他 一事無成 ，,然而/c 這/zg 種/m 情緒/n 的/uj 搖擺/v,他/r 一事無成/i,情緒的搖擺,0,他,1,affective,INTR,CHT
264,shi,室 內 的 溫熱 <使> 她 的 皮膚 泛起 紅暈 。,室/n 內/n 的/uj 溫熱/a,她/r 的/uj 皮膚/n 泛起/v 紅暈/n,室內的溫熱,0,她的皮膚,0,physical,INTR,CHT
266,shi,但 那 床 你 為 我 精挑細選 的 被單 卻 總是 <使> 我 孤單 ，,但/c 那/r 床/n 你/r 為/zg 我/r 精挑細選/v 的/uj 被單/a 卻/d 總是/c,我/r 孤單/a,被單,0,我,1,affective,INTR,CHT
269,shi,長壽 能 <使> 文化 承繼 較 完整 ，,長壽/ns 能/v,文化/n 承繼/nr 較/zg 完整/a,長壽,0,文化,0,physical,INTR,CHT
272,shi,透過 價值 串連 來 <使> 特殊 與 普 世 產生 互動 的 有效 方式 。,透過/v 價值/n 串連/v 來/zg,特殊/a 與/zg 普/ad 世/n 產生/n 互動/d 的/uj 有效/a 方式/n,,,,,physical,,CHT
274,shi,而且 這樣 的 新 性質 能 <使> 主體 轉向 單一化 而 不 受 內容 干擾 ：,而且/c 這樣/r 的/uj 新/a 性質/n 能/v,主體/n 轉向/v 單一化/nr 而/c 不/d 受/v 內容/n 干擾/v,新性質,0,主體,0,physical,TR,CHT
275,shi,小說 每 一 次 引用 經典 都 會 <使> 原文 產生 新 的 意義 轉折 ，,小說/n 每/zg 一/m 次/q 引用/v 經典/n 都/d 會/v,原文/n 產生/n 新/a 的/uj 意義/n 轉折/v,引用經典,0,原文,0,physical,TR,CHT
283,shi,高衙內 又 <使> 林沖 的 總角 好友 陸虞候 追 至 滄州 火燒 料場 以 謀害 其 命 。,高衙內/nrt 又/d,林沖/nr 的/uj 總角/n 好友/n 陸虞候/nr 追/v 至/p 滄州/ns 火燒/n 料場/n 以/p 謀害/v 其/r 命/n,高衙內,1,陸虞候,1,inducive,INTR,CHT
284,shi,契合 學生 心靈 之 體驗 而 <使> 其 深刻 體悟 。,契合/v 學生/n 心靈/n 之/u 體驗/n 而/c,其/r 深刻/d 體悟/n,,,,,physical,,CHT
291,shi,它 的 好處 除了 <使> 同學 的 成績 在 較 客觀 、 公正 的 狀態 下 顯示 外 ，,它/r 的/uj 好處/d 除了/p,同學/n 的/uj 成績/n 在/p 較/zg 客觀/n 公正/nr 的/uj 狀態/n 下/f 顯示/v 外/f,它的好處,0,同學的成績,0,physical,INTR,CHT
293,shi,大考 中心 制定 推薦 甄選 是 為 <使> 整個 考試 制度 多元化 ，,大考/v 中心/n 制定/v 推薦/v 甄選/v 是/v 為/zg,整個/b 考試/vn 制度/n 多元化/vn,大考中心,0,考試制度,0,physical,INTR,CHT
302,shi,紅 、 金 、 綠 三 色 的 各 式 耶誕 裝飾 已經 <使> 台北 街頭 籠罩 一 層 濃濃 耶誕 味 。,紅/zg 金/nr 綠/a 三/m 色/ng 的/uj 各/r 式/k 耶誕/n 裝飾/n 已經/d,台北/ns 街頭/s 籠罩/v 一/m 層/q 濃濃/z 耶誕/n 味/n,耶誕裝飾,0,台北街頭,0,physical,TR,CHT
308,shi,師生 同樂 的 景象 至今 仍 <使> 人 懷念 不已 。,師生/nr 同樂/n 的/uj 景象/n 至今/d 仍/zg,人/n 懷念/v 不已/d,師生 同樂 的 景象,0,人,1,affective,INTR,CHT
312,shi,社會 的 多元 <使> 學校 面臨 各 方面 的 衝擊 ，,社會/n 的/uj 多元/m,學校/n 面臨/v 各/r 方面/n 的/uj 衝擊/vn,社會的多元,0,學校,0,physical,TR,CHT
316,shi,新加坡 如何 <使> 學生 有(V_2) 創意 與 思考 ？,新加坡/ns 如何/r,學生/n 有/v V/x 2/x 創意/v 與/zg 思考/v,新加坡,0,學生,1,affective,TR,CHT
321,shi,新 人事 制度 也 <使> 一 個 有(V_2) 潛力 的 行政 官員 ，,新/a 人事/n 制度/n 也/d,一/m 個/zg 有/v V/x 2/x 潛力/n 的/uj 行政/n 官員/n,新人事制度,0,行政 官員,1,affective,INTR,CHT
328,shi,像是 發生 混亂 、 災難 、 政治 動盪 而 <使> 大陸 發展 倒退 。,像是/v 發生/v 混亂/a 災難/n 政治/n 動盪/v 而/c,大陸/n 發展/vn 倒退/v,混亂 、 災難 、 政治 動盪,0,大陸,0,physical,INTR,CHT
331,shi,窩心 的 服務 可 <使> 顧客 擁有 溫馨 、 歡愉 和 難以 忘懷 的 感覺 ，,窩心/n 的/uj 服務/vn 可/v,顧客/nr 擁有/v 溫馨/nr 歡愉/a 和/c 難以/d 忘懷/v 的/uj 感覺/n,服務,0,顧客,1,affective,TR,CHT
334,shi,處理 過程 的 污染 卻 也 <使> 土地 付出 不菲 的 代價 。,處理/v 過程/n 的/uj 污染/vn 卻/d 也/d,土地/n 付出/v 不菲/a 的/uj 代價/n,汙染,0,土地,0,physical,TR,CHT
344,shi,最 常 有(V_2) 的 態度 是 權力 鬥爭 將 會 <使> 中國 政局 不 穩 ，,最/d 常/d 有/v V/x 2/x 的/uj 態度/n 是/v 權力/n 鬥爭/vn 將/zg 會/v,中國/ns 政局/n 不/d 穩/a,權力鬥爭,0,中國政局,0,physical,INTR,CHT
346,shi,如何 <使> 社會 穩定 ；,如何/r,社會/n 穩定/a,,,,,physical,,CHT
349,shi,文革 的 衝擊 經驗 <使> 他們 的 人生 更 具有 現實感 ，,文革/n 的/uj 衝擊/vn 經驗/n,他們/r 的/uj 人生/n 更/d 具有/v 現實感/n,文革 的 衝擊 經驗,0,他們 的 人生,0,physical,TR,CHT
361,shi,種種 亂象 顯然 已 <使> 台灣 整體 社會 信心 面臨 重大 考驗 。,種種/q 亂象/n 顯然/ad 已/d,台灣/x 整體/n 社會/n 信心/n 面臨/v 重大/a 考驗/vn,亂象,0,台灣 整體 社會 信心,0,physical,TR,CHT
363,shi,自由 民主 的 浪潮 是否 已 <使> 世界 邁向 富裕 安康 的 大道 ？,自由/a 民主/n 的/uj 浪潮/n 是否/v 已/d,世界/n 邁向/v 富裕/a 安康/nr 的/uj 大道/n,自由 民主 的 浪潮,0,世界,0,physical,TR,CHT
364,shi,三 、 民主化 易 <使> 社會 規範 鬆綁 ，,三/m 民主化/n 易/a,社會/n 規範/n 鬆綁/v,民主化,0,社會規範,0,physical,INTR,CHT
365,shi,如何 才 能 <使> 民主 鞏固 、 生根 ？,如何/r 才/d 能/v,民主/n 鞏固/v 生根/n,,,,,physical,,CHT
366,shi,資訊化 可以 <使> 企業 決策 的 資訊 更 豐富 ，,資訊/n 化/n 可以/c,企業/n 決策/n 的/uj 資訊/n 更/d 豐富/a,資訊化,0,企業,0,physical,INTR,CHT
376,shi,如何 <使> 員工 做到 這 一 點 ？,如何/r,員工/n 做到/v 這/zg 一/m 點/zg,,,,,physical,,CHT
386,shi,「 政治 風險 <使> 社會 成本 急遽 增高 ，,政治/n 風險/n,社會/n 成本/n 急遽/a 增高/v,政治風險,0,社會,0,physical,INTR,CHT
387,shi,更 增加 了 英國 的 產業 競爭力 、 <使> 英國 成為 更多 國際 企業 尋求 合作 的 對象 。,更/d 增加/v 了/ul 英國/ns 的/uj 產業/n 競爭力/n,英國/ns 成為/x 更/d 多/m 國際/n 企業/n 尋求/v 合作/vn 的/uj 對象/n,,,,,physical,,CHT
388,shi,企業 復甦 更 <使> 英國 股市 元氣 大振 、 衝上 歷史 新高點 ，,企業/n 復甦/v 更/d,英國/ns 股市/n 元氣/n 大振/n 衝上/x 歷史/n 新/a 高點/n,企業復甦,0,英國股市,0,physical,TR,CHT
391,shi,資金 外移 <使> 台灣 經常 帳盈餘 從 一九八六年 佔 ＧＤＰ 的 二二％ 劇跌 至 目前 的 四％ ，,資金/n 外移/v,台灣/x 經常/d 帳/q 盈餘/n 從/zg 一九八六年/m 佔/v 的/uj 二二/m 劇跌/v 至/p 目前/t 的/uj 四/m,資金外移,0,台灣,0,physical,INTR,CHT
392,shi,大陸 的 緊縮 政策 <使> 香港 的 經濟 成長率 只 能 維持 在 五．五％ ，,大陸/n 的/uj 緊縮/v 政策/n,香港/ns 的/uj 經濟/n 成長率/n 只/d 能/v 維持/v 在/p 五/m 五/m,緊縮政策,0,香港,0,physical,INTR,CHT
402,shi,因為 社會 壓力 會 <使> 團體 中 的 個人 為 了 避免 與 大多數 人 對立 ，,因為/x 社會/n 壓力/n 會/v,團體/n 中/f 的/uj 個人/n 為/zg 了/ul 避免/v 與/zg 大多數/m 人/n 對立/v,社會壓力,0,個人,1,affective,TR,CHT
414,shi,山崩 的 故事 ， 無私 更 <使> 他 身先士卒 ，,山崩/n 的/uj 故事/n 無私/b 更/d,他/r 身先士卒/i,無私,0,他,1,affective,INTR,CHT
418,shi,提出 政府 一定 設法 <使> 「 中產階級 有(V_2) 安身立命 之 所 。,提出/v 政府/n 一定/d 設法/n,中產階級/n 有/v V/x 2/x 安身立命/i 之/u 所/c,政府,1,中產階級,0,volitional,TR,CHT
424,shi,「 我 的 母親 <使> 我 深深 體會到 人 窮 志 不必 短 ，,我/r 的/uj 母親/n,我/r 深深/b 體會/n 到/v 人/n 窮/a 志/n 不必/d 短/a,母親,1,我,1,inducive,TR,CHT
426,shi,世界 的 潮流 、 趨勢 也 <使> 它 不能 不 變 。,世界/n 的/uj 潮流/n 趨勢/n 也/d,它/r 不能/v 不/d 變/zg,世界 的 潮流 、 趨勢,0,它,0,physical,INTR,CHT
430,shi,都 可能 因為 工作 人員 的 衛生 習慣 不良 而 <使> 調製出來 的 冷飲 不 合 衛生 標準 ，,都/d 可能/v 因為/x 工作/vn 人員/n 的/uj 衛生/an 習慣/n 不良/a 而/c,調製/vn 出來/v 的/uj 冷飲/n 不/d 合/v 衛生/an 標準/n,工作人員,1,冷飲,0,volitional,TR,CHT
441,shi,而 面板 會 <使> 音響 更 寬廣 ，,而/c 面板/n 會/v,音響/n 更/d 寬廣/a,面板,0,音響,0,physical,INTR,CHT
445,shi,我 覺得 這 一 段 <使> 台北 愛樂 前功盡棄 ，,我/r 覺得/v 這/zg 一/m 段/q,台北/ns 愛樂/nr 前功盡棄/i,這一段,0,台北愛樂,1,affective,INTR,CHT
451,shi,陳癸淼 指出 為 <使> 草案 更形 完備 ，,陳/nr 癸/zg 淼/nrfg 指出/v 為/zg,草案/n 更形/x 完備/v,,,,,physical,,CHT
455,shi,肇 <使> 比丘 犯下 淫戒 ，,肇/ns,比丘/ns 犯下/v 淫戒/n,,,,,physical,,CHT
458,shi,宗教 精神 <使> 她 處處 能 以 造福 他人 為 目標 ，,宗教/n 精神/n,她/r 處處/v 能/v 以/p 造福/v 他人/r 為/zg 目標/n,宗教精神,0,她,1,affective,TR,CHT
465,shi,動物 實驗 中 施用 之 化學 物質 能 <使> 百分之五十 實驗 動物 族群 發生 死亡 時 所 需要 之 濃度 。,動物/n 實驗/vn 中/f 施用/v 之/u 化學/n 物質/n 能/v,百分之五十/m 實驗/vn 動物/n 族群/n 發生/v 死亡/v 時/zg 所/c 需要/v 之/u 濃度/n,化學物質,0,實驗動物族群,0,physical,TR,CHT
468,shi,毒性 化學 物質 或 其他 化學 藥劑 能 <使> 致 生物體 因 攝入 此 化學 物質 而 導致 癌細胞 之 產生 。,毒性/n 化學/n 物質/n 或/c 其他/r 化學/n 藥劑/n 能/v,致/v 生物體/n 因/p 攝入/v 此/zg 化學/n 物質/n 而/c 導致/v 癌細胞/n 之/u 產生/n,毒性 化學 物質 或 其他 化學 藥劑 ,0,生物體,0,physical,TR,CHT
473,shi,但 終 因 太陽 之 熱能 <使> 其 大氣 分子 獲得 能量 而 逃離 水星 的 引力場 ；,但/c 終/d 因/p 太陽/ns 之/u 熱能/n,其/r 大氣/n 分子/n 獲得/v 能量/n 而/c 逃離/v 水星/n 的/uj 引力場/n,太陽 之 熱能,0,大氣分子,0,physical,TR,CHT
475,shi,這 種 方式 <使> 他 的 體力 能夠 維持 一定 水準 。,這/zg 種/m 方式/n,他/r 的/uj 體力/n 能夠/v 維持/v 一定/d 水準/n,這 種 方式,0,他的體力,0,physical,INTR,CHT
480,shi,這些 特點 在在 <使> 台灣 的 現代性 初 露 端倪 。,這些/r 特點/n 在/p 在/p,台灣/x 的/uj 現代性/n 初/f 露/v 端倪/n,這些特點,0,台灣的現代性,0,physical,TR,CHT
483,shi,我 一直 指望 科技 能 <使> 人 重回 那 個 時代 ；,我/r 一直/d 指望/v 科技/n 能/v,人/n 重回/v 那/r 個/zg 時代/n,科技,0,人,1,affective,TR,CHT
484,shi,顯然 地 「 雲門 」 除了 <使> 自己 一流 ；,顯然/ad 地/uv 雲門/ns 除了/p,自己/r 一流/n,雲門,0,自己,1,affective,INTR,CHT
488,shi,那 <使> 我 低潮 時 還 有(V_2) 力氣 ，,那/r,我/r 低潮/n 時/zg 還/d 有/v V/x 2/x 力氣/n,那,0,我,1,affective,TR,CHT
491,shi,今 夏 腸病毒 已 <使> 所有 兒童 演藝 活動 蕭條 ，,今/zg 夏/nr 腸病毒/n 已/d,所有/b 兒童/n 演藝/n 活動/vn 蕭條/a,腸病毒,0,兒童演藝活動,0,physical,INTR,CHT
500,shi,男生 <使> 父母 擔心處 翻過來 比 女生 要 少 一些 （ 他 不 欺負 人 就算 不錯 的 了 ） 。,男生/n,父母/n 擔心/v 處/n 翻過來/l 比/p 女生/n 要/v 少/a 一些/m 他/r 不/d 欺負/v 人/n 就算/v 不錯/a 的/uj 了/ul,男生,1,父母,1,inducive,TR,CHT
501,shi,常 發現 當代 父母 儘力 <使> 子女 擁有 快樂 童年 是 一 種 補償 ，,常/d 發現/v 當代/t 父母/n 儘/x 力/n,子女/n 擁有/v 快樂/a 童年/t 是/v 一/m 種/m 補償/vn,當代 父母,1,子女,0,volitional,TR,CHT
502,shi,就 因為 女孩 生 得 多 <使> 父母 厭煩 ，,就/d 因為/x 女孩/n 生/vn 得/ud 多/m,父母/n 厭煩/v,女孩 生 得 多,0,父母,1,affective,INTR,CHT
513,shi,這些 經卷 竟是 足以 <使> 世界 文化史 ，,這些/r 經卷/n 竟是/d 足以/v,世界/n 文化史/n,,,,,physical,,CHT
515,shi,連帶 地 <使> 男 詩人 也 有(V_2) 陰性 書寫 的 傾向 。,連帶/n 地/uv,男/n 詩人/n 也/d 有/v V/x 2/x 陰性/n 書寫/n 的/uj 傾向/v,,,,,physical,,CHT
518,shi,玫瑰 的 嬌嫩 能 <使> 你 自由 愉悅 ，,玫瑰/n 的/uj 嬌嫩/a 能/v,你/r 自由/a 愉悅/a,玫瑰 的 嬌嫩,0,你,1,affective,INTR,CHT
519,shi,我 的 愛戀 能 <使> 你 的 花兒 盎然 ，,我/r 的/uj 愛戀/nr 能/v,你/r 的/uj 花兒/n 盎然/z,我 的 愛戀,0,你 的 花兒,0,physical,INTR,CHT
522,shi,人 的 心態 能 <使> 同 一 件 事 產生 迥異 結果 ，,人/n 的/uj 心態/n 能/v,同/p 一/m 件/zg 事/n 產生/n 迥異/a 結果/n,人 的 心態,0,同 一 件 事,0,physical,TR,CHT
523,shi,因為 壓力 能 <使> 我們 更為 勇敢 向 前 奮鬥 呀 ！,因為/x 壓力/n 能/v,我們/r 更為/x 勇敢/a 向/p 前/f 奮鬥/v 呀/y,壓力,0,我們,1,affective,INTR,CHT
