m	Vm
307	19
308	24
309	20
310	21
311	30
312	22
313	26
314	19
315	23
316	16
317	26
318	21
319	20
320	13
321	20
322	24
323	22
324	19
325	16
326	15
327	30
328	21
329	26
330	15
331	17
332	14
333	17
334	25
335	17
336	14
337	12
338	24
339	15
340	20
341	15
342	26
343	20
344	21
345	16
346	20
347	22
348	19
349	17
350	14
351	17
352	19
353	19
354	7
355	18
356	27
357	20
358	17
359	24
360	13
361	13
362	17
363	13
364	17
365	20
366	21
367	11
368	16
369	15
370	21
371	20
372	26
373	18
374	12
375	13
376	14
377	16
378	27
379	15
380	24
381	15
382	21
383	18
384	18
385	11
386	15
387	12
388	19
389	18
390	21
391	13
392	13
393	17
394	13
395	7
396	14
397	14
398	21
399	11
400	14
401	15
402	19
403	11
404	17
405	17
406	19
407	13
408	11
409	16
410	18
411	8
412	11
413	14
414	17
415	16
416	14
417	15
418	9
419	18
420	9
421	9
422	14
423	15
424	12
425	16
426	15
427	12
428	12
429	14
430	21
431	17
432	13
433	12
434	17
435	13
436	10
437	9
438	9
439	20
440	12
441	12
442	9
443	11
444	10
445	9
446	10
447	16
448	14
449	16
450	11
451	14
452	5
453	12
454	10
455	14
456	6
457	12
458	12
459	11
460	11
461	10
462	10
463	17
464	9
465	15
466	10
467	13
468	10
469	15
470	14
471	6
472	11
473	19
474	8
475	10
476	9
477	12
478	9
479	8
480	11
481	9
482	9
483	7
484	13
485	17
486	6
487	18
488	6
489	6
490	13
491	8
492	9
493	10
494	11
495	6
496	10
497	14
498	8
499	5
500	8
501	10
502	13
503	13
504	9
505	11
506	9
507	8
508	7
509	9
510	12
511	9
512	16
513	9
514	10
515	11
516	6
517	12
518	8
519	9
520	11
521	18
522	8
523	12
524	9
525	7
526	12
527	6
528	10
529	13
530	11
531	12
532	7
533	6
534	11
535	12
536	11
537	7
538	10
539	11
540	4
541	8
542	7
543	11
544	10
545	5
546	11
547	6
548	6
549	8
550	7
551	7
552	5
553	14
554	7
555	10
556	9
557	6
558	10
559	7
560	10
561	7
562	8
563	8
564	8
565	8
566	9
567	4
568	9
569	6
570	7
571	7
572	6
573	4
574	12
575	10
576	8
577	8
578	10
579	8
580	5
581	6
582	6
583	7
584	7
585	10
586	8
587	9
588	7
589	3
590	7
591	11
592	3
593	12
594	5
595	7
596	6
597	8
598	8
599	10
600	7
601	8
602	6
603	4
604	7
605	7
606	9
607	8
608	9
609	8
610	6
611	4
612	9
613	8
614	8
615	5
616	3
617	2
618	8
619	8
620	9
621	8
622	9
623	7
624	2
625	6
626	7
627	11
628	9
629	8
630	4
631	8
632	9
633	7
634	4
635	7
636	10
637	5
638	3
639	5
640	11
641	12
642	6
643	4
644	8
645	3
646	8
647	4
648	8
649	8
650	7
651	4
652	10
653	5
654	9
655	6
656	2
657	8
658	6
659	3
660	7
661	4
662	4
663	8
664	9
665	7
666	8
667	6
668	3
669	5
670	2
671	6
672	4
673	8
674	5
675	5
676	9
677	4
678	6
679	6
680	8
681	3
682	5
683	5
684	4
685	5
686	5
687	4
688	5
689	5
690	1
691	10
692	5
693	6
694	9
695	7
696	4
697	4
698	7
699	5
700	4
701	5
702	3
703	1
704	5
705	6
706	7
707	2
708	2
709	10
710	10
711	2
712	8
713	4
714	10
715	5
716	4
717	5
718	4
719	6
720	4
721	6
722	4
723	4
724	8
725	6
726	5
727	4
728	8
729	5
730	7
731	7
732	3
733	6
734	6
735	4
736	5
737	3
738	5
739	3
740	7
741	6
742	6
743	6
744	6
745	3
746	5
747	3
748	8
749	2
750	12
751	7
752	4
753	4
754	3
755	8
756	4
757	5
758	2
759	1
760	10
761	7
762	6
763	3
764	8
765	7
766	4
767	5
768	9
769	5
770	8
771	8
772	8
773	4
774	8
775	7
776	6
777	9
778	4
779	2
780	6
781	6
782	3
783	5
784	2
785	5
786	3
787	5
788	5
789	4
790	2
791	7
792	4
793	6
794	4
795	4
796	4
797	2
798	7
799	1
800	2
801	7
802	3
803	3
804	1
805	4
806	4
807	3
808	5
809	3
810	6
811	2
812	3
813	8
814	1
815	2
816	5
817	5
818	3
819	6
820	4
821	5
822	4
823	4
824	5
825	5
826	2
827	4
828	2
829	7
830	1
831	7
832	3
833	6
835	5
836	3
837	3
838	4
839	3
840	4
841	4
842	5
843	5
844	5
845	4
846	5
847	5
848	4
849	4
850	3
851	6
852	2
853	4
854	7
855	2
856	9
857	7
858	2
859	3
860	7
861	6
862	4
863	2
864	4
865	3
866	3
867	3
868	5
869	4
870	3
871	1
872	1
873	6
874	6
875	7
876	1
877	2
878	3
879	3
880	6
882	1
883	1
884	5
885	3
886	5
887	2
888	9
889	5
890	5
891	3
892	6
893	6
894	9
895	2
896	6
897	3
898	5
899	6
900	2
901	5
902	4
903	2
904	5
905	5
906	5
907	4
908	4
909	1
910	3
911	3
912	5
913	4
914	3
915	6
916	6
917	4
918	5
919	7
920	3
921	4
922	4
923	5
924	2
925	6
926	1
927	2
928	2
929	5
930	5
931	3
932	2
933	3
934	5
935	2
936	5
937	3
938	4
939	3
940	4
941	6
942	2
943	3
944	4
945	4
947	1
948	3
949	2
950	3
951	10
952	3
953	3
954	2
955	3
956	4
957	2
958	3
959	3
960	2
962	5
963	2
964	1
965	2
966	7
967	4
968	1
969	4
970	4
971	2
974	2
976	2
977	2
978	4
979	2
980	4
981	6
982	2
983	1
984	2
985	2
986	2
987	2
989	6
990	3
991	2
992	3
993	3
995	5
996	5
997	3
998	4
999	1
1000	7
1001	2
1002	4
1003	6
1004	2
1005	3
1006	3
1007	3
1008	3
1009	4
1010	3
1011	2
1012	4
1013	2
1014	4
1015	2
1018	3
1019	3
1020	4
1021	7
1022	2
1023	3
1024	2
1025	1
1026	2
1028	3
1029	2
1030	4
1031	2
1032	5
1033	3
1034	3
1035	6
1036	3
1037	4
1038	3
1039	6
1040	3
1041	2
1042	6
1043	5
1044	2
1045	3
1046	3
1047	7
1048	5
1049	4
1050	1
1051	2
1052	5
1053	2
1054	8
1055	4
1056	2
1057	2
1058	2
1059	3
1060	5
1061	1
1062	3
1063	2
1064	5
1066	1
1067	3
1069	1
1070	3
1072	4
1073	3
1074	5
1075	2
1077	4
1078	7
1079	1
1080	1
1081	2
1082	4
1083	1
1084	3
1085	1
1086	3
1088	1
1089	5
1090	2
1092	4
1093	1
1094	2
1095	5
1096	3
1097	4
1098	1
1099	3
1100	2
1101	1
1102	4
1103	1
1104	3
1105	2
1106	3
1107	2
1108	2
1109	3
1110	4
1111	3
1112	1
1113	3
1114	1
1115	6
1116	3
1117	1
1118	5
1119	2
1120	1
1121	5
1122	3
1123	2
1124	2
1125	3
1126	3
1127	2
1128	4
1129	1
1130	3
1131	2
1132	4
1134	3
1135	3
1136	2
1137	5
1138	1
1139	3
1140	1
1143	2
1144	3
1145	2
1146	3
1147	5
1148	2
1149	3
1150	4
1151	2
1152	2
1153	4
1154	2
1155	6
1156	2
1157	3
1158	1
1159	5
1160	2
1161	2
1162	2
1163	3
1165	1
1166	2
1167	2
1168	1
1169	4
1170	2
1171	2
1172	1
1173	3
1174	3
1175	3
1176	3
1177	1
1178	3
1179	3
1180	3
1181	4
1182	2
1184	1
1185	5
1186	3
1187	1
1188	2
1189	3
1190	2
1193	3
1194	3
1195	1
1196	1
1197	2
1199	2
1200	1
1201	3
1202	1
1203	2
1204	3
1205	3
1206	1
1207	4
1208	1
1209	1
1210	2
1211	5
1212	4
1213	1
1214	3
1215	1
1216	3
1217	3
1218	1
1219	1
1220	2
1221	3
1222	2
1223	6
1224	4
1225	3
1226	3
1227	3
1228	1
1229	3
1230	1
1231	2
1233	1
1234	2
1235	2
1236	1
1237	1
1238	2
1239	2
1240	3
1241	1
1242	1
1243	2
1244	2
1246	3
1247	3
1248	1
1249	2
1250	2
1251	2
1252	1
1253	1
1254	4
1255	1
1256	1
1257	2
1258	5
1259	3
1260	2
1261	2
1262	2
1263	3
1264	1
1265	4
1266	2
1267	4
1268	2
1269	4
1272	3
1273	6
1274	2
1275	6
1276	7
1277	4
1278	4
1279	1
1280	2
1281	1
1282	2
1283	2
1284	1
1285	2
1286	2
1287	3
1288	2
1289	4
1290	3
1291	1
1292	4
1294	1
1296	3
1297	2
1299	1
1300	2
1301	4
1302	2
1303	2
1304	1
1305	1
1306	4
1307	2
1308	1
1309	7
1311	1
1312	4
1313	3
1314	1
1315	2
1316	6
1317	4
1319	3
1321	2
1322	1
1323	1
1324	1
1325	4
1326	1
1327	2
1328	2
1330	2
1331	4
1332	5
1333	1
1334	2
1335	2
1337	1
1338	3
1339	2
1340	3
1341	2
1342	2
1344	3
1345	4
1346	4
1347	3
1348	1
1350	1
1351	2
1352	2
1353	3
1355	1
1356	1
1357	4
1358	2
1359	4
1360	3
1361	3
1362	1
1364	2
1365	2
1366	2
1367	2
1368	2
1369	2
1370	3
1371	1
1373	3
1374	1
1375	3
1376	2
1377	3
1379	2
1380	4
1383	2
1384	2
1385	3
1386	2
1388	1
1389	3
1390	3
1391	2
1393	2
1394	2
1395	5
1397	2
1398	4
1399	2
1400	4
1401	3
1402	2
1403	1
1404	2
1405	3
1406	1
1407	2
1409	2
1412	3
1413	3
1415	1
1416	1
1418	1
1419	2
1420	1
1421	2
1422	2
1424	2
1425	2
1426	1
1428	1
1429	3
1431	3
1432	1
1434	2
1435	2
1436	1
1439	1
1440	3
1441	1
1442	1
1443	3
1444	1
1445	1
1446	2
1447	2
1448	1
1449	3
1450	5
1452	2
1453	1
1455	2
1456	3
1457	2
1458	2
1459	1
1460	1
1462	3
1463	2
1464	1
1465	1
1468	1
1470	2
1472	3
1474	1
1476	2
1477	2
1478	1
1479	1
1481	1
1482	2
1483	2
1484	1
1485	1
1487	2
1488	2
1489	4
1490	1
1491	2
1492	1
1493	1
1494	2
1495	2
1497	2
1501	4
1502	2
1503	2
1505	2
1506	1
1507	2
1508	3
1509	2
1510	1
1511	1
1512	2
1513	2
1514	2
1515	1
1517	4
1518	1
1519	3
1520	1
1521	1
1522	1
1523	2
1527	1
1529	1
1530	1
1531	1
1532	1
1533	2
1536	2
1537	1
1538	1
1539	3
1540	1
1541	1
1542	3
1546	2
1547	1
1548	1
1549	3
1550	3
1551	1
1553	1
1554	2
1557	2
1558	3
1559	1
1560	4
1561	1
1562	1
1564	1
1565	1
1566	2
1568	1
1569	1
1570	2
1571	2
1572	1
1575	3
1576	1
1577	4
1578	2
1579	3
1582	2
1584	1
1585	2
1586	1
1587	2
1588	4
1589	2
1590	2
1591	2
1592	1
1593	3
1596	3
1597	1
1598	3
1599	1
1600	2
1601	1
1604	2
1606	1
1607	1
1608	2
1609	1
1610	3
1612	1
1615	2
1616	1
1617	3
1620	2
1622	1
1623	2
1624	2
1625	2
1626	1
1627	1
1628	1
1629	1
1630	1
1631	2
1632	1
1633	3
1634	1
1636	2
1637	1
1639	1
1641	1
1642	2
1643	2
1645	1
1646	1
1647	1
1649	2
1650	3
1651	2
1652	1
1654	2
1656	2
1658	1
1659	1
1660	1
1661	1
1663	1
1665	1
1666	1
1667	1
1668	3
1669	1
1671	1
1673	2
1674	2
1676	1
1677	2
1678	4
1679	1
1680	3
1681	1
1682	1
1683	6
1687	2
1688	1
1689	1
1690	2
1691	2
1694	4
1695	2
1696	1
1697	2
1699	1
1700	1
1701	1
1704	6
1706	2
1709	2
1711	2
1712	1
1713	1
1714	1
1715	4
1716	2
1717	1
1718	1
1719	2
1720	1
1722	1
1724	3
1726	1
1728	3
1731	1
1734	2
1735	2
1740	1
1741	1
1744	1
1745	2
1746	1
1747	2
1749	1
1750	2
1751	2
1752	1
1754	1
1755	1
1757	2
1758	1
1760	1
1761	3
1762	1
1763	1
1764	2
1766	1
1767	2
1768	1
1769	2
1770	1
1771	3
1774	1
1775	2
1776	1
1777	3
1778	1
1779	3
1780	1
1781	1
1784	1
1788	1
1789	1
1790	3
1792	2
1793	1
1794	1
1795	2
1796	1
1799	2
1800	1
1801	1
1802	1
1804	2
1805	1
1806	2
1807	2
1809	1
1810	1
1811	1
1812	2
1813	6
1815	3
1817	1
1818	1
1819	1
1820	1
1821	1
1822	1
1823	1
1825	1
1826	1
1827	2
1828	2
1830	1
1831	1
1833	1
1834	1
1838	1
1840	1
1843	3
1844	2
1847	1
1848	2
1850	2
1852	1
1854	1
1855	3
1856	2
1858	1
1859	1
1860	1
1862	2
1863	1
1864	1
1867	1
1868	1
1869	2
1873	1
1874	1
1875	1
1878	1
1879	1
1882	1
1883	3
1884	2
1885	3
1886	1
1887	3
1888	2
1889	2
1892	1
1893	2
1894	1
1896	2
1897	2
1899	1
1900	1
1903	2
1905	4
1906	3
1907	1
1908	1
1909	2
1913	1
1914	1
1915	1
1916	2
1919	4
1920	1
1921	1
1922	1
1927	1
1928	3
1930	1
1931	1
1932	3
1935	2
1937	1
1939	1
1940	1
1941	1
1943	1
1944	1
1946	1
1947	1
1949	1
1950	1
1951	2
1952	1
1957	2
1958	2
1961	1
1962	1
1963	1
1965	2
1966	2
1967	2
1971	3
1973	3
1975	1
1976	2
1977	1
1979	1
1980	1
1981	1
1982	1
1983	2
1984	1
1988	2
1991	1
1992	1
1993	1
1994	1
1995	3
1997	1
1999	2
2000	1
2002	1
2003	1
2004	3
2005	2
2006	2
2008	1
2009	1
2011	2
2013	2
2014	3
2016	3
2017	1
2019	2
2020	1
2023	1
2027	3
2028	3
2029	2
2030	1
2031	2
2032	2
2033	1
2034	1
2037	1
2038	1
2039	2
2041	3
2042	1
2043	1
2045	1
2046	1
2047	1
2049	2
2050	1
2052	1
2055	1
2056	2
2058	2
2061	2
2062	1
2063	1
2065	2
2069	2
2071	1
2073	2
2075	1
2077	1
2078	1
2082	2
2083	2
2085	1
2087	1
2089	1
2090	2
2092	2
2093	2
2094	1
2097	1
2098	1
2099	1
2100	4
2101	2
2103	1
2108	1
2109	1
2111	1
2112	2
2113	1
2115	2
2116	1
2119	1
2122	1
2123	2
2125	1
2127	1
2128	1
2129	1
2130	1
2131	1
2132	1
2133	2
2136	1
2137	1
2138	3
2139	2
2141	1
2148	4
2149	1
2153	3
2154	1
2155	2
2158	1
2160	1
2161	2
2163	2
2166	1
2168	1
2169	1
2170	1
2172	1
2174	3
2175	1
2176	4
2179	1
2181	1
2183	1
2184	3
2185	2
2187	2
2189	1
2191	1
2192	1
2193	1
2194	2
2196	1
2199	1
2200	2
2204	1
2206	1
2209	2
2212	1
2214	1
2216	1
2217	1
2218	2
2219	1
2221	2
2222	1
2223	1
2224	2
2227	3
2229	1
2230	3
2231	1
2235	3
2238	1
2239	1
2240	1
2242	1
2245	1
2246	3
2247	3
2248	1
2249	1
2250	1
2251	1
2252	1
2253	3
2254	1
2255	2
2259	2
2260	1
2265	1
2268	1
2269	2
2270	1
2274	1
2281	2
2284	1
2285	1
2289	1
2290	1
2293	2
2294	2
2297	1
2299	1
2300	2
2304	1
2305	1
2306	2
2311	1
2312	1
2315	1
2321	2
2322	1
2324	1
2326	1
2328	1
2330	2
2335	1
2336	2
2338	1
2339	1
2340	1
2341	1
2342	1
2343	2
2347	1
2349	1
2351	1
2352	1
2354	1
2355	3
2356	1
2358	2
2362	1
2363	1
2365	1
2366	3
2372	1
2374	2
2378	1
2382	1
2385	1
2392	2
2396	2
2397	1
2398	2
2399	1
2401	2
2403	1
2406	1
2408	1
2409	1
2411	3
2413	1
2414	1
2419	1
2420	1
2421	2
2422	1
2423	3
2427	1
2429	1
2435	1
2436	2
2439	1
2441	2
2443	1
2444	1
2446	1
2450	1
2453	2
2455	1
2456	1
2458	1
2462	1
2466	2
2467	1
2468	1
2469	1
2471	1
2472	1
2474	1
2475	1
2477	2
2478	1
2479	2
2481	3
2482	2
2483	1
2487	1
2488	1
2489	1
2492	1
2493	2
2494	1
2497	1
2498	1
2500	1
2501	2
2503	1
2504	1
2506	1
2507	1
2509	1
2515	1
2517	1
2521	1
2522	1
2524	2
2525	1
2526	1
2528	1
2530	1
2531	2
2533	1
2535	2
2542	2
2544	1
2545	1
2546	1
2550	1
2551	1
2553	1
2557	1
2558	1
2559	1
2561	1
2563	1
2565	2
2567	2
2574	1
2575	1
2577	1
2579	1
2584	1
2587	1
2588	1
2590	1
2591	1
2593	2
2598	1
2599	2
2601	1
2602	1
2604	1
2607	1
2608	1
2610	1
2614	1
2622	1
2624	1
2625	2
2629	1
2630	1
2633	1
2634	1
2635	1
2637	1
2640	2
2642	2
2644	1
2646	1
2647	1
2654	1
2655	2
2658	1
2659	1
2660	1
2661	1
2664	1
2667	1
2669	1
2671	1
2673	1
2674	2
2677	1
2680	1
2682	2
2684	2
2698	1
2702	1
2708	1
2711	2
2712	2
2717	1
2718	1
2719	3
2721	1
2724	1
2725	1
2730	2
2732	1
2733	2
2740	1
2741	1
2742	2
2747	1
2754	1
2755	2
2756	1
2757	1
2758	2
2759	1
2762	1
2764	1
2767	1
2768	1
2770	2
2772	1
2774	2
2775	1
2779	1
2780	1
2783	1
2788	1
2790	2
2792	1
2793	1
2794	1
2795	1
2796	1
2799	1
2801	1
2805	1
2806	1
2808	2
2811	1
2812	3
2814	2
2816	2
2820	1
2823	1
2824	2
2825	1
2832	1
2833	1
2834	1
2838	1
2842	1
2844	1
2846	1
2851	1
2852	1
2853	1
2857	1
2860	1
2865	1
2867	1
2870	1
2874	1
2878	1
2879	1
2880	1
2881	1
2884	1
2886	1
2888	1
2892	2
2895	1
2901	1
2903	1
2904	1
2906	1
2907	1
2916	1
2920	2
2926	1
2928	2
2929	1
2930	1
2935	2
2938	1
2940	1
2941	3
2942	2
2943	1
2946	1
2951	1
2952	1
2960	1
2961	2
2964	1
2965	1
2966	1
2968	1
2970	2
2972	1
2974	2
2976	1
2980	1
2984	3
2985	1
2987	1
2988	1
2990	1
2991	1
2992	1
2993	1
2995	1
2998	1
3000	1
3004	2
3005	1
3006	1
3007	1
3012	1
3013	1
3018	1
3020	1
3021	1
3023	1
3027	1
3028	2
3030	1
3031	1
3032	2
3033	2
3034	1
3035	1
3037	1
3042	1
3046	1
3048	2
3049	1
3051	1
3054	1
3063	2
3067	1
3070	1
3071	1
3073	1
3080	1
3082	2
3084	1
3087	1
3097	2
3099	1
3100	1
3102	1
3105	1
3110	1
3111	2
3112	1
3113	1
3115	1
3116	1
3118	1
3123	1
3124	1
3128	1
3132	1
3134	1
3136	1
3138	1
3141	1
3142	1
3144	3
3146	1
3148	1
3151	1
3158	1
3164	1
3166	1
3173	2
3177	1
3178	3
3179	2
3183	1
3187	1
3188	1
3189	1
3192	1
3194	1
3196	2
3198	2
3202	2
3206	1
3212	1
3214	2
3215	1
3217	1
3222	1
3224	1
3228	3
3238	1
3239	1
3249	1
3253	1
3255	1
3262	1
3264	2
3265	1
3267	1
3270	1
3277	1
3278	1
3279	1
3281	1
3282	1
3283	1
3285	1
3287	2
3288	1
3291	1
3293	1
3299	2
3302	1
3304	1
3308	1
3311	3
3313	1
3314	1
3317	1
3318	1
3319	1
3325	1
3329	1
3330	1
3332	1
3333	1
3334	1
3335	1
3337	1
3339	1
3343	1
3344	2
3349	1
3350	1
3371	1
3374	3
3375	1
3376	1
3379	1
3385	1
3386	1
3388	2
3391	1
3392	1
3398	1
3399	1
3400	1
3404	1
3405	1
3406	1
3408	1
3409	1
3410	2
3411	1
3418	1
3423	2
3424	1
3425	2
3443	1
3445	2
3447	2
3454	1
3455	1
3456	1
3457	1
3464	1
3472	1
3475	1
3477	1
3479	1
3481	1
3483	1
3484	2
3485	1
3490	1
3491	1
3492	2
3495	1
3498	1
3506	1
3510	2
3512	3
3513	1
3514	1
3515	1
3516	1
3517	1
3519	1
3520	1
3523	1
3527	1
3531	1
3542	1
3545	3
3547	1
3552	1
3554	1
3555	1
3556	2
3567	1
3569	1
3570	1
3573	1
3574	1
3576	2
3578	1
3580	1
3581	1
3582	1
3584	1
3589	3
3595	2
3598	1
3599	1
3601	1
3602	1
3603	2
3605	2
3606	1
3611	3
3618	1
3629	1
3630	1
3636	1
3643	1
3644	1
3647	1
3649	1
3652	1
3654	1
3656	1
3658	1
3667	1
3675	1
3677	1
3682	1
3697	1
3702	1
3711	1
3717	1
3733	1
3735	1
3746	1
3749	1
3755	1
3760	1
3763	1
3765	1
3766	3
3768	1
3771	1
3772	1
3774	1
3775	1
3776	1
3780	1
3782	1
3785	1
3791	1
3792	1
3798	1
3799	1
3803	1
3809	1
3822	1
3823	1
3827	1
3830	1
3834	1
3837	1
3838	1
3842	1
3845	1
3848	1
3849	1
3852	1
3853	1
3857	1
3862	1
3868	1
3869	1
3872	2
3873	2
3875	1
3879	1
3881	1
3883	1
3885	1
3888	1
3893	1
3894	1
3896	1
3898	2
3901	2
3902	1
3904	1
3911	1
3923	1
3930	1
3932	1
3933	1
3935	1
3947	1
3950	2
3966	2
3967	1
3973	1
3975	1
3978	1
3982	1
3983	2
3990	1
3991	2
3996	1
3997	1
4001	1
4010	1
4015	1
4017	1
4018	1
4025	1
4027	1
4032	1
4035	1
4036	1
4038	1
4046	1
4062	1
4063	1
4065	1
4074	2
4075	1
4085	2
4088	1
4103	2
4105	1
4106	1
4110	1
4116	2
4121	1
4123	2
4125	1
4132	1
4137	1
4141	1
4148	1
4155	1
4156	1
4162	1
4164	2
4167	1
4174	1
4175	1
4179	1
4184	1
4186	1
4190	2
4191	1
4193	1
4196	2
4201	1
4203	1
4204	1
4218	1
4230	1
4240	1
4242	1
4251	1
4258	1
4264	1
4265	3
4268	1
4275	2
4276	1
4277	1
4278	2
4286	1
4288	1
4289	1
4293	2
4294	1
4296	2
4306	1
4309	1
4312	1
4314	1
4330	1
4332	1
4333	1
4335	1
4338	1
4340	1
4342	1
4349	1
4352	1
4358	1
4361	1
4363	1
4364	1
4379	1
4380	1
4388	1
4394	1
4395	1
4398	1
4399	1
4406	1
4408	1
4414	1
4421	1
4425	1
4426	1
4429	2
4434	1
4438	1
4439	1
4446	1
4449	1
4461	1
4463	1
4465	1
4466	1
4467	1
4470	1
4475	1
4476	1
4482	1
4489	1
4492	1
4498	1
4502	2
4503	1
4508	1
4512	1
4524	2
4533	1
4538	1
4542	1
4550	1
4552	1
4556	1
4563	1
4566	1
4567	2
4573	1
4575	1
4578	1
4581	1
4586	1
4590	1
4601	2
4607	1
4609	2
4613	1
4615	1
4635	1
4642	1
4648	1
4662	1
4663	1
4664	1
4665	2
4668	1
4675	1
4685	1
4687	1
4689	1
4697	1
4700	1
4702	1
4708	1
4716	1
4717	1
4723	1
4731	1
4732	1
4733	1
4740	1
4741	1
4746	2
4748	1
4754	1
4756	1
4767	1
4768	1
4778	2
4800	1
4807	1
4817	1
4822	1
4836	1
4844	1
4848	1
4855	2
4856	1
4862	1
4863	1
4866	1
4874	1
4875	1
4878	1
4882	1
4883	1
4899	1
4905	1
4907	1
4910	1
4914	1
4926	1
4932	1
4941	1
4946	1
4951	2
4956	1
4960	1
4964	1
4965	1
4966	1
4972	1
4975	1
4983	1
4985	1
4997	1
5003	1
5029	1
5030	1
5035	1
5037	1
5039	1
5047	1
5048	1
5053	1
5057	1
5060	1
5083	1
5085	1
5093	1
5097	1
5106	1
5111	1
5114	1
5115	1
5121	1
5137	1
5143	1
5148	1
5159	1
5165	1
5169	1
5170	1
5174	1
5189	1
5201	1
5208	1
5230	1
5231	1
5239	1
5242	1
5248	1
5262	1
5303	1
5310	1
5314	1
5321	1
5334	1
5345	1
5346	1
5352	1
5358	2
5370	1
5379	1
5383	1
5386	1
5390	1
5398	1
5410	1
5412	1
5433	1
5434	1
5435	2
5444	1
5445	1
5451	1
5459	2
5460	1
5464	1
5466	2
5471	1
5472	1
5473	1
5477	2
5486	1
5493	2
5495	1
5514	1
5517	1
5520	1
5537	1
5549	1
5550	1
5552	1
5559	1
5563	1
5576	1
5584	1
5590	1
5604	1
5613	1
5618	1
5623	1
5631	1
5635	2
5639	1
5642	1
5646	1
5647	1
5654	1
5659	1
5669	1
5693	1
5696	1
5707	1
5709	1
5711	1
5715	1
5716	1
5723	1
5731	1
5738	1
5742	1
5743	1
5744	1
5746	1
5748	1
5759	1
5768	1
5770	1
5777	1
5796	1
5809	1
5813	2
5822	1
5823	2
5827	1
5829	1
5830	1
5835	1
5848	1
5852	2
5857	1
5877	1
5883	1
5892	1
5894	1
5906	2
5910	1
5916	1
5937	1
5944	2
5945	1
5979	1
5982	1
5990	1
6025	1
6032	1
6046	1
6053	1
6070	1
6079	1
6081	1
6102	1
6106	1
6124	1
6126	1
6130	1
6142	1
6164	1
6179	1
6187	1
6195	1
6198	1
6218	1
6231	2
6242	1
6248	1
6265	1
6288	1
6294	1
6299	1
6300	1
6333	1
6340	1
6352	1
6360	1
6405	2
6413	1
6446	1
6455	1
6458	1
6473	1
6483	1
6489	2
6504	1
6520	1
6527	1
6538	1
6581	1
6585	1
6594	1
6596	1
6601	1
6609	1
6610	1
6618	1
6623	1
6632	1
6642	1
6651	1
6660	1
6664	2
6685	1
6698	1
6707	1
6708	1
6709	1
6730	1
6753	1
6756	1
6757	1
6758	1
6772	1
6775	1
6788	1
6792	1
6834	1
6858	1
6861	1
6867	1
6869	1
6875	1
6881	1
6891	1
6896	1
6903	1
6909	1
6954	1
6958	2
6962	1
6971	1
6984	1
6988	1
6991	1
7003	1
7006	1
7007	1
7013	1
7029	1
7036	1
7058	1
7060	1
7071	1
7097	1
7100	1
7111	1
7113	1
7119	1
7127	1
7143	1
